source_dir,shape,method,runtime
l2_67_Conv2d_GELU_GlobalAvgPool,small_32,Baseline Triton1,0.315187
l2_67_Conv2d_GELU_GlobalAvgPool,medium_128,Baseline Triton1,4.027653
l2_67_Conv2d_GELU_GlobalAvgPool,exact_256,Baseline Triton1,inf
l2_67_Conv2d_GELU_GlobalAvgPool,small_32,Baseline Triton2,inf
l2_67_Conv2d_GELU_GlobalAvgPool,medium_128,Baseline Triton2,inf
l2_67_Conv2d_GELU_GlobalAvgPool,exact_256,Baseline Triton2,inf
l2_67_Conv2d_GELU_GlobalAvgPool,small_32,Optimized Triton,0.180027
l2_67_Conv2d_GELU_GlobalAvgPool,medium_128,Optimized Triton,2.615107
l2_67_Conv2d_GELU_GlobalAvgPool,exact_256,Optimized Triton,85.582291
l2_68_Matmul_Min_Subtract,small_irregular,Reference (PyTorch/ACL),0.101605
l2_68_Matmul_Min_Subtract,medium,Reference (PyTorch/ACL),0.35861
l2_68_Matmul_Min_Subtract,target,Reference (PyTorch/ACL),13.345538
l2_68_Matmul_Min_Subtract,small_irregular,Baseline Triton1,0.164609
l2_68_Matmul_Min_Subtract,medium,Baseline Triton1,1.115094
l2_68_Matmul_Min_Subtract,target,Baseline Triton1,71.961739
l2_68_Matmul_Min_Subtract,small_irregular,Baseline Triton2,inf
l2_68_Matmul_Min_Subtract,medium,Baseline Triton2,inf
l2_68_Matmul_Min_Subtract,target,Baseline Triton2,inf
l2_68_Matmul_Min_Subtract,small_irregular,Optimized Triton,0.09347
l2_68_Matmul_Min_Subtract,medium,Optimized Triton,0.542191
l2_68_Matmul_Min_Subtract,target,Optimized Triton,39.232811
l2_69_Conv2d_HardSwish_ReLU,small_irregular,Reference (PyTorch/ACL),0.285151
l2_69_Conv2d_HardSwish_ReLU,medium_rect,Reference (PyTorch/ACL),1.157549
l2_69_Conv2d_HardSwish_ReLU,default,Reference (PyTorch/ACL),62.840015
l2_69_Conv2d_HardSwish_ReLU,small_irregular,Baseline Triton1,0.140805
l2_69_Conv2d_HardSwish_ReLU,medium_rect,Baseline Triton1,0.598359
l2_69_Conv2d_HardSwish_ReLU,default,Baseline Triton1,19.460703
l2_69_Conv2d_HardSwish_ReLU,small_irregular,Baseline Triton2,inf
l2_69_Conv2d_HardSwish_ReLU,medium_rect,Baseline Triton2,inf
l2_69_Conv2d_HardSwish_ReLU,default,Baseline Triton2,inf
l2_69_Conv2d_HardSwish_ReLU,small_irregular,Optimized Triton,0.154349
l2_69_Conv2d_HardSwish_ReLU,medium_rect,Optimized Triton,0.577327
l2_69_Conv2d_HardSwish_ReLU,default,Optimized Triton,18.281796
l2_6_Conv3d_Softmax_MaxPool_MaxPool,small_direct,Reference (PyTorch/ACL),0.343644
l2_6_Conv3d_Softmax_MaxPool_MaxPool,generic_c24,Reference (PyTorch/ACL),0.81006
l2_6_Conv3d_Softmax_MaxPool_MaxPool,target,Reference (PyTorch/ACL),11.270019
l2_6_Conv3d_Softmax_MaxPool_MaxPool,small_direct,Baseline Triton1,inf
l2_6_Conv3d_Softmax_MaxPool_MaxPool,generic_c24,Baseline Triton1,inf
l2_6_Conv3d_Softmax_MaxPool_MaxPool,target,Baseline Triton1,inf
l2_6_Conv3d_Softmax_MaxPool_MaxPool,small_direct,Baseline Triton2,inf
l2_6_Conv3d_Softmax_MaxPool_MaxPool,generic_c24,Baseline Triton2,inf
l2_6_Conv3d_Softmax_MaxPool_MaxPool,target,Baseline Triton2,inf
l2_6_Conv3d_Softmax_MaxPool_MaxPool,small_direct,Optimized Triton,0.344725
l2_6_Conv3d_Softmax_MaxPool_MaxPool,generic_c24,Optimized Triton,0.820889
l2_6_Conv3d_Softmax_MaxPool_MaxPool,target,Optimized Triton,11.302918
l2_70_Gemm_Sigmoid_Scaling_ResidualAdd,small_irregular,Reference (PyTorch/ACL),0.096954
l2_70_Gemm_Sigmoid_Scaling_ResidualAdd,medium_aligned,Reference (PyTorch/ACL),0.178521
l2_70_Gemm_Sigmoid_Scaling_ResidualAdd,default,Reference (PyTorch/ACL),16.090981
l2_70_Gemm_Sigmoid_Scaling_ResidualAdd,small_irregular,Baseline Triton1,0.058992
l2_70_Gemm_Sigmoid_Scaling_ResidualAdd,medium_aligned,Baseline Triton1,0.086831
l2_70_Gemm_Sigmoid_Scaling_ResidualAdd,default,Baseline Triton1,15.358143
l2_70_Gemm_Sigmoid_Scaling_ResidualAdd,small_irregular,Baseline Triton2,inf
l2_70_Gemm_Sigmoid_Scaling_ResidualAdd,medium_aligned,Baseline Triton2,inf
l2_70_Gemm_Sigmoid_Scaling_ResidualAdd,default,Baseline Triton2,inf
l2_70_Gemm_Sigmoid_Scaling_ResidualAdd,small_irregular,Optimized Triton,0.06913
l2_70_Gemm_Sigmoid_Scaling_ResidualAdd,medium_aligned,Optimized Triton,0.154314
l2_70_Gemm_Sigmoid_Scaling_ResidualAdd,default,Optimized Triton,15.368969
l2_71_Conv2d_Divide_LeakyReLU,small,Reference (PyTorch/ACL),0.148259
l2_71_Conv2d_Divide_LeakyReLU,irregular,Reference (PyTorch/ACL),0.775144
l2_71_Conv2d_Divide_LeakyReLU,default,Reference (PyTorch/ACL),22.871266
l2_71_Conv2d_Divide_LeakyReLU,small,Baseline Triton1,0.162637
l2_71_Conv2d_Divide_LeakyReLU,irregular,Baseline Triton1,0.646248
l2_71_Conv2d_Divide_LeakyReLU,default,Baseline Triton1,inf
l2_71_Conv2d_Divide_LeakyReLU,small,Baseline Triton2,inf
l2_71_Conv2d_Divide_LeakyReLU,irregular,Baseline Triton2,inf
l2_71_Conv2d_Divide_LeakyReLU,default,Baseline Triton2,inf
l2_71_Conv2d_Divide_LeakyReLU,small,Optimized Triton,0.152058
l2_71_Conv2d_Divide_LeakyReLU,irregular,Optimized Triton,0.616833
l2_71_Conv2d_Divide_LeakyReLU,default,Optimized Triton,0.029918
l2_72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool,tiny_direct,Reference (PyTorch/ACL),0.323765
l2_72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool,medium_direct,Reference (PyTorch/ACL),1.585401
l2_72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool,default_required,Reference (PyTorch/ACL),103.849548
l2_72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool,tiny_direct,Baseline Triton1,0.972595
l2_72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool,medium_direct,Baseline Triton1,18.68272
l2_72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool,default_required,Baseline Triton1,inf
l2_72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool,tiny_direct,Baseline Triton2,inf
l2_72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool,medium_direct,Baseline Triton2,inf
l2_72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool,default_required,Baseline Triton2,inf
l2_72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool,tiny_direct,Optimized Triton,0.324608
l2_72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool,medium_direct,Optimized Triton,1.58427
l2_72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool,default_required,Optimized Triton,104.354713
l2_73_Conv2d_BatchNorm_Scaling,small_direct,Reference (PyTorch/ACL),0.242323
l2_73_Conv2d_BatchNorm_Scaling,medium_direct,Reference (PyTorch/ACL),1.921494
l2_73_Conv2d_BatchNorm_Scaling,default,Reference (PyTorch/ACL),27.749615
l2_73_Conv2d_BatchNorm_Scaling,small_direct,Baseline Triton1,0.224978
l2_73_Conv2d_BatchNorm_Scaling,medium_direct,Baseline Triton1,1.574609
l2_73_Conv2d_BatchNorm_Scaling,default,Baseline Triton1,20.992706
l2_73_Conv2d_BatchNorm_Scaling,small_direct,Baseline Triton2,inf
l2_73_Conv2d_BatchNorm_Scaling,medium_direct,Baseline Triton2,inf
l2_73_Conv2d_BatchNorm_Scaling,default,Baseline Triton2,inf
l2_73_Conv2d_BatchNorm_Scaling,small_direct,Optimized Triton,0.197309
l2_73_Conv2d_BatchNorm_Scaling,medium_direct,Optimized Triton,1.539209
l2_73_Conv2d_BatchNorm_Scaling,default,Optimized Triton,21.022699
l2_75_Gemm_GroupNorm_Min_BiasAdd,small_N128,Reference (PyTorch/ACL),4.278572
l2_75_Gemm_GroupNorm_Min_BiasAdd,default_N1024,Reference (PyTorch/ACL),20.41892
l2_75_Gemm_GroupNorm_Min_BiasAdd,small_N128,Baseline Triton1,4.619391
l2_75_Gemm_GroupNorm_Min_BiasAdd,default_N1024,Baseline Triton1,22.344521
l2_75_Gemm_GroupNorm_Min_BiasAdd,small_N128,Baseline Triton2,inf
l2_75_Gemm_GroupNorm_Min_BiasAdd,default_N1024,Baseline Triton2,inf
l2_75_Gemm_GroupNorm_Min_BiasAdd,small_N128,Optimized Triton,4.265512
l2_75_Gemm_GroupNorm_Min_BiasAdd,default_N1024,Optimized Triton,20.398811
l2_77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool,tiny_direct,Reference (PyTorch/ACL),0.288679
l2_77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool,irregular_direct,Reference (PyTorch/ACL),0.299384
l2_77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool,default_required,Reference (PyTorch/ACL),90.40023
l2_77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool,tiny_direct,Baseline Triton1,0.382169
l2_77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool,irregular_direct,Baseline Triton1,0.396965
l2_77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool,default_required,Baseline Triton1,85.358635
l2_77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool,tiny_direct,Baseline Triton2,inf
l2_77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool,irregular_direct,Baseline Triton2,inf
l2_77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool,default_required,Baseline Triton2,inf
l2_77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool,tiny_direct,Optimized Triton,0.367147
l2_77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool,irregular_direct,Optimized Triton,0.381412
l2_77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool,default_required,Optimized Triton,1.871922
l2_7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd,small,Reference (PyTorch/ACL),0.206402
l2_7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd,medium,Reference (PyTorch/ACL),0.494866
l2_7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd,default,Reference (PyTorch/ACL),109.769173
l2_7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd,small,Baseline Triton1,0.361933
l2_7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd,medium,Baseline Triton1,2.919591
l2_7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd,default,Baseline Triton1,inf
l2_7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd,small,Baseline Triton2,inf
l2_7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd,medium,Baseline Triton2,inf
l2_7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd,default,Baseline Triton2,inf
l2_7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd,small,Optimized Triton,0.14491
l2_7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd,medium,Optimized Triton,0.444751
l2_7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd,default,Optimized Triton,102.081329
l2_80_Gemm_Max_Subtract_GELU,small,Reference (PyTorch/ACL),0.017975
l2_80_Gemm_Max_Subtract_GELU,irregular,Reference (PyTorch/ACL),0.019502
l2_80_Gemm_Max_Subtract_GELU,target,Reference (PyTorch/ACL),0.019579
l2_80_Gemm_Max_Subtract_GELU,small,Baseline Triton1,0.010542
l2_80_Gemm_Max_Subtract_GELU,irregular,Baseline Triton1,0.010467
l2_80_Gemm_Max_Subtract_GELU,target,Baseline Triton1,0.01067
l2_80_Gemm_Max_Subtract_GELU,small,Baseline Triton2,inf
l2_80_Gemm_Max_Subtract_GELU,irregular,Baseline Triton2,inf
l2_80_Gemm_Max_Subtract_GELU,target,Baseline Triton2,inf
l2_80_Gemm_Max_Subtract_GELU,small,Optimized Triton,0.009561
l2_80_Gemm_Max_Subtract_GELU,irregular,Optimized Triton,0.010449
l2_80_Gemm_Max_Subtract_GELU,target,Optimized Triton,0.010731
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=1,Reference (PyTorch/ACL),0.13198
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=4,Reference (PyTorch/ACL),0.129909
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=16,Reference (PyTorch/ACL),0.340988
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=32,Reference (PyTorch/ACL),0.631962
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=64,Reference (PyTorch/ACL),1.198274
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=128,Reference (PyTorch/ACL),2.341639
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=256,Reference (PyTorch/ACL),4.605143
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=1,Baseline Triton1,0.286878
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=4,Baseline Triton1,0.285427
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=16,Baseline Triton1,0.34223
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=32,Baseline Triton1,0.635039
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=64,Baseline Triton1,1.201293
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=128,Baseline Triton1,2.344958
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=256,Baseline Triton1,4.614336
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=1,Baseline Triton2,0.279583
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=4,Baseline Triton2,0.287336
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=16,Baseline Triton2,0.340436
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=32,Baseline Triton2,0.631571
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=64,Baseline Triton2,1.198165
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=128,Baseline Triton2,2.33975
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=256,Baseline Triton2,4.605117
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=1,Optimized Triton,0.416878
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=4,Optimized Triton,0.42052
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=16,Optimized Triton,0.623492
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=32,Optimized Triton,0.93316
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=64,Optimized Triton,1.51322
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=128,Optimized Triton,2.659774
l2_8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum,B=256,Optimized Triton,4.937922
l2_99_Matmul_GELU_Softmax,small_16x512x512,Reference (PyTorch/ACL),0.082914
l2_99_Matmul_GELU_Softmax,medium_128x2048x2048,Reference (PyTorch/ACL),0.269145
l2_99_Matmul_GELU_Softmax,target_1024x8192x8192,Reference (PyTorch/ACL),7.253624
l2_99_Matmul_GELU_Softmax,small_16x512x512,Baseline Triton1,0.34648
l2_99_Matmul_GELU_Softmax,medium_128x2048x2048,Baseline Triton1,inf
l2_99_Matmul_GELU_Softmax,target_1024x8192x8192,Baseline Triton1,inf
l2_99_Matmul_GELU_Softmax,small_16x512x512,Baseline Triton2,0.335544
l2_99_Matmul_GELU_Softmax,medium_128x2048x2048,Baseline Triton2,inf
l2_99_Matmul_GELU_Softmax,target_1024x8192x8192,Baseline Triton2,inf
l2_99_Matmul_GELU_Softmax,small_16x512x512,Optimized Triton,0.069608
l2_99_Matmul_GELU_Softmax,medium_128x2048x2048,Optimized Triton,0.258522
l2_99_Matmul_GELU_Softmax,target_1024x8192x8192,Optimized Triton,7.247609
l2_9_Matmul_Subtract_Multiply_ReLU,M128-K256-N256,Reference (PyTorch/ACL),0.040319
l2_9_Matmul_Subtract_Multiply_ReLU,M256-K512-N512,Reference (PyTorch/ACL),0.064173
l2_9_Matmul_Subtract_Multiply_ReLU,M512-K1024-N1024,Reference (PyTorch/ACL),0.06182
l2_9_Matmul_Subtract_Multiply_ReLU,M128-K256-N256,Baseline Triton1,0.114191
l2_9_Matmul_Subtract_Multiply_ReLU,M256-K512-N512,Baseline Triton1,0.130514
l2_9_Matmul_Subtract_Multiply_ReLU,M512-K1024-N1024,Baseline Triton1,0.148806
l2_9_Matmul_Subtract_Multiply_ReLU,M128-K256-N256,Baseline Triton2,0.103826
l2_9_Matmul_Subtract_Multiply_ReLU,M256-K512-N512,Baseline Triton2,0.132008
l2_9_Matmul_Subtract_Multiply_ReLU,M512-K1024-N1024,Baseline Triton2,0.160608
l2_9_Matmul_Subtract_Multiply_ReLU,M128-K256-N256,Optimized Triton,0.143451
l2_9_Matmul_Subtract_Multiply_ReLU,M256-K512-N512,Optimized Triton,0.140099
l2_9_Matmul_Subtract_Multiply_ReLU,M512-K1024-N1024,Optimized Triton,0.146999
